jahr,hauptgruppe,untergruppe,nfr,thg,thg_agg,emission,quelle,einheit,einheit_lang
2000,Abwasser und Abfall,Abwasserbehandlung,5D,CH4,CO2eq,30397.627602308756,Region,t/a,Tonnen pro Jahr
2001,Abwasser und Abfall,Abwasserbehandlung,5D,CH4,CO2eq,30241.898932427554,Region,t/a,Tonnen pro Jahr
2002,Abwasser und Abfall,Abwasserbehandlung,5D,CH4,CO2eq,30290.25329581768,Region,t/a,Tonnen pro Jahr
2003,Abwasser und Abfall,Abwasserbehandlung,5D,CH4,CO2eq,30273.650818872193,Region,t/a,Tonnen pro Jahr
2004,Abwasser und Abfall,Abwasserbehandlung,5D,CH4,CO2eq,30086.22021065334,Region,t/a,Tonnen pro Jahr
2005,Abwasser und Abfall,Abwasserbehandlung,5D,CH4,CO2eq,30139.25367443702,Region,t/a,Tonnen pro Jahr
2006,Abwasser und Abfall,Abwasserbehandlung,5D,CH4,CO2eq,30493.283523804457,Region,t/a,Tonnen pro Jahr
2007,Abwasser und Abfall,Abwasserbehandlung,5D,CH4,CO2eq,30586.055552556958,Region,t/a,Tonnen pro Jahr
2008,Abwasser und Abfall,Abwasserbehandlung,5D,CH4,CO2eq,31091.534711187745,Region,t/a,Tonnen pro Jahr
2009,Abwasser und Abfall,Abwasserbehandlung,5D,CH4,CO2eq,31570.857076443775,Region,t/a,Tonnen pro Jahr
2010,Abwasser und Abfall,Abwasserbehandlung,5D,CH4,CO2eq,32682.73640245515,Region,t/a,Tonnen pro Jahr
2011,Abwasser und Abfall,Abwasserbehandlung,5D,CH4,CO2eq,33170.69659967732,Region,t/a,Tonnen pro Jahr
2012,Abwasser und Abfall,Abwasserbehandlung,5D,CH4,CO2eq,33391.84562283028,Region,t/a,Tonnen pro Jahr
2013,Abwasser und Abfall,Abwasserbehandlung,5D,CH4,CO2eq,34010.29722865207,Region,t/a,Tonnen pro Jahr
2014,Abwasser und Abfall,Abwasserbehandlung,5D,CH4,CO2eq,34936.46585175344,Region,t/a,Tonnen pro Jahr
2015,Abwasser und Abfall,Abwasserbehandlung,5D,CH4,CO2eq,35659.184605609764,Region,t/a,Tonnen pro Jahr
2016,Abwasser und Abfall,Abwasserbehandlung,5D,CH4,CO2eq,36506.42678912051,Region,t/a,Tonnen pro Jahr
2017,Abwasser und Abfall,Abwasserbehandlung,5D,CH4,CO2eq,37241.42604382535,Region,t/a,Tonnen pro Jahr
2018,Abwasser und Abfall,Abwasserbehandlung,5D,CH4,CO2eq,37809.543311092115,Region,t/a,Tonnen pro Jahr
2019,Abwasser und Abfall,Abwasserbehandlung,5D,CH4,CO2eq,38383.601271282605,Region,t/a,Tonnen pro Jahr
2020,Abwasser und Abfall,Abwasserbehandlung,5D,CH4,CO2eq,38658.08857029989,Region,t/a,Tonnen pro Jahr
2021,Abwasser und Abfall,Abwasserbehandlung,5D,CH4,CO2eq,38853.698223010935,Region,t/a,Tonnen pro Jahr
2022,Abwasser und Abfall,Abwasserbehandlung,5D,CH4,CO2eq,38892.86284185818,Region,t/a,Tonnen pro Jahr
1990,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,183120.86982975417,Region,t/a,Tonnen pro Jahr
1991,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,177699.64188029405,Region,t/a,Tonnen pro Jahr
1992,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,174914.51857745176,Region,t/a,Tonnen pro Jahr
1993,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,171565.77662761573,Region,t/a,Tonnen pro Jahr
1994,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,168044.1616881339,Region,t/a,Tonnen pro Jahr
1995,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,164695.6556055243,Region,t/a,Tonnen pro Jahr
1996,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,161461.19838353593,Region,t/a,Tonnen pro Jahr
1997,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,157238.8743862175,Region,t/a,Tonnen pro Jahr
1998,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,152752.8413273518,Region,t/a,Tonnen pro Jahr
1999,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,148639.110746618,Region,t/a,Tonnen pro Jahr
2000,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,145278.51586900753,Region,t/a,Tonnen pro Jahr
2001,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,141715.5732239204,Region,t/a,Tonnen pro Jahr
2002,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,138970.6338117384,Region,t/a,Tonnen pro Jahr
2003,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,135887.12652343794,Region,t/a,Tonnen pro Jahr
2004,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,132049.72321766306,Region,t/a,Tonnen pro Jahr
2005,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,128593.96659125155,Region,t/a,Tonnen pro Jahr
2006,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,124910.19661099168,Region,t/a,Tonnen pro Jahr
2007,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,121030.39700648209,Region,t/a,Tonnen pro Jahr
2008,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,118338.84301400626,Region,t/a,Tonnen pro Jahr
2009,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,116039.55555432383,Region,t/a,Tonnen pro Jahr
2010,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,114692.50023149782,Region,t/a,Tonnen pro Jahr
2011,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,113312.00782052893,Region,t/a,Tonnen pro Jahr
2012,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,111646.0985179558,Region,t/a,Tonnen pro Jahr
2013,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,109884.77247196723,Region,t/a,Tonnen pro Jahr
2014,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,108523.87008403036,Region,t/a,Tonnen pro Jahr
2015,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,107078.84505966598,Region,t/a,Tonnen pro Jahr
2016,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,105630.088429298,Region,t/a,Tonnen pro Jahr
2017,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,103970.57576292822,Region,t/a,Tonnen pro Jahr
2018,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,102138.71212174978,Region,t/a,Tonnen pro Jahr
2019,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,100365.95329755484,Region,t/a,Tonnen pro Jahr
2020,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,98291.02391139012,Region,t/a,Tonnen pro Jahr
2021,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,95375.726215849,Region,t/a,Tonnen pro Jahr
2022,Abwasser und Abfall,Abwasserbehandlung,5D,N2O,CO2eq,95471.86517135029,Region,t/a,Tonnen pro Jahr
1990,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1991,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1992,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1993,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1994,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1995,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1996,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1997,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1998,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1999,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2000,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2001,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2002,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2003,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2004,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2005,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2006,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2007,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2008,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2009,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2010,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2011,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2012,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2013,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2014,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2015,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2016,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2017,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2018,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2019,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2020,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2021,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2022,Abwasser und Abfall,Abwasserbehandlung,5D,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1990,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1991,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1992,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1993,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1994,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1995,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1996,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1997,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1998,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1999,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2000,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2001,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2002,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2003,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2004,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2005,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2006,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2007,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2008,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2009,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2010,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2011,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2012,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2013,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2014,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2015,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2016,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2017,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2018,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2019,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2020,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2021,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2022,Abwasser und Abfall,Abwasserbehandlung,5D,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1990,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
1991,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
1992,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
1993,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
1994,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
1995,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
1996,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
1997,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
1998,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
1999,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2000,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2001,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2002,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2003,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2004,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2005,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2006,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2007,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2008,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2009,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2010,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2011,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2012,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2013,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2014,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2015,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2016,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2017,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2018,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2019,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2020,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2021,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2022,Abwasser und Abfall,Abwasserbehandlung,5D,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
1990,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,6857.064419502117,Region,t/a,Tonnen pro Jahr
1991,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,6166.6399305120085,Region,t/a,Tonnen pro Jahr
1992,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,5606.937949379259,Region,t/a,Tonnen pro Jahr
1993,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,5004.896740378385,Region,t/a,Tonnen pro Jahr
1994,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,4300.657558473813,Region,t/a,Tonnen pro Jahr
1995,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,3700.102844534528,Region,t/a,Tonnen pro Jahr
1996,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,3428.631903147368,Region,t/a,Tonnen pro Jahr
1997,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,3265.0086414114066,Region,t/a,Tonnen pro Jahr
1998,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,3097.2316574968304,Region,t/a,Tonnen pro Jahr
1999,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,2963.0190974542475,Region,t/a,Tonnen pro Jahr
2000,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,2770.8463323359692,Region,t/a,Tonnen pro Jahr
2001,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,2521.555952502469,Region,t/a,Tonnen pro Jahr
2002,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,2297.343893133291,Region,t/a,Tonnen pro Jahr
2003,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,2214.0101054312327,Region,t/a,Tonnen pro Jahr
2004,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,2133.5544031968675,Region,t/a,Tonnen pro Jahr
2005,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,2057.7049150326957,Region,t/a,Tonnen pro Jahr
2006,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,2120.237141562385,Region,t/a,Tonnen pro Jahr
2007,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,2030.157670856552,Region,t/a,Tonnen pro Jahr
2008,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,2027.1056101843506,Region,t/a,Tonnen pro Jahr
2009,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,1852.8909503241152,Region,t/a,Tonnen pro Jahr
2010,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,1916.6800930205254,Region,t/a,Tonnen pro Jahr
2011,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,1847.8695895106036,Region,t/a,Tonnen pro Jahr
2012,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,1810.294683105363,Region,t/a,Tonnen pro Jahr
2013,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,1764.7950140845205,Region,t/a,Tonnen pro Jahr
2014,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,1736.6566902336415,Region,t/a,Tonnen pro Jahr
2015,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,1751.3180301698328,Region,t/a,Tonnen pro Jahr
2016,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,1747.236360567607,Region,t/a,Tonnen pro Jahr
2017,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,1694.503680165273,Region,t/a,Tonnen pro Jahr
2018,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,1665.1288236437665,Region,t/a,Tonnen pro Jahr
2019,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,1619.885410133217,Region,t/a,Tonnen pro Jahr
2020,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,1593.896958518852,Region,t/a,Tonnen pro Jahr
2021,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,1554.4660647741089,Region,t/a,Tonnen pro Jahr
2022,Abwasser und Abfall,Abfallverbrennung,5C,CO2,CO2eq,1556.0329702096844,Region,t/a,Tonnen pro Jahr
1990,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,1697.0601787579608,Region,t/a,Tonnen pro Jahr
1991,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,1627.8199899480696,Region,t/a,Tonnen pro Jahr
1992,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,1586.0253158652404,Region,t/a,Tonnen pro Jahr
1993,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,1526.0401835592654,Region,t/a,Tonnen pro Jahr
1994,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,1435.1856216549368,Region,t/a,Tonnen pro Jahr
1995,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,1390.8018182633461,Region,t/a,Tonnen pro Jahr
1996,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,1348.5389071827087,Region,t/a,Tonnen pro Jahr
1997,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,1323.6740758073583,Region,t/a,Tonnen pro Jahr
1998,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,1295.748435210093,Region,t/a,Tonnen pro Jahr
1999,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,1303.4249346378176,Region,t/a,Tonnen pro Jahr
2000,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,1286.0211326237315,Region,t/a,Tonnen pro Jahr
2001,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,1252.0928783862241,Region,t/a,Tonnen pro Jahr
2002,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,1236.852843161002,Region,t/a,Tonnen pro Jahr
2003,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,1206.305960739448,Region,t/a,Tonnen pro Jahr
2004,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,1178.2962111302252,Region,t/a,Tonnen pro Jahr
2005,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,1148.7165182294848,Region,t/a,Tonnen pro Jahr
2006,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,1159.7284435591027,Region,t/a,Tonnen pro Jahr
2007,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,1126.8157961389356,Region,t/a,Tonnen pro Jahr
2008,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,1123.7066684589618,Region,t/a,Tonnen pro Jahr
2009,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,1067.8017904566566,Region,t/a,Tonnen pro Jahr
2010,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,1080.525326643042,Region,t/a,Tonnen pro Jahr
2011,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,1056.1311988740556,Region,t/a,Tonnen pro Jahr
2012,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,1049.3646502020965,Region,t/a,Tonnen pro Jahr
2013,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,1041.344165389459,Region,t/a,Tonnen pro Jahr
2014,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,1021.6146170838224,Region,t/a,Tonnen pro Jahr
2015,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,1022.4989471251056,Region,t/a,Tonnen pro Jahr
2016,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,1013.9239375833807,Region,t/a,Tonnen pro Jahr
2017,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,993.343588178779,Region,t/a,Tonnen pro Jahr
2018,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,979.0205885453231,Region,t/a,Tonnen pro Jahr
2019,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,962.5194655163095,Region,t/a,Tonnen pro Jahr
2020,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,949.375343467587,Region,t/a,Tonnen pro Jahr
2021,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,939.233425092272,Region,t/a,Tonnen pro Jahr
2022,Abwasser und Abfall,Abfallverbrennung,5C,CH4,CO2eq,940.1801745854913,Region,t/a,Tonnen pro Jahr
1990,Abwasser und Abfall,Abfallverbrennung,5C,N2O,CO2eq,10997.758969867866,Region,t/a,Tonnen pro Jahr
1991,Abwasser und Abfall,Abfallverbrennung,5C,N2O,CO2eq,10197.94827543299,Region,t/a,Tonnen pro Jahr
1992,Abwasser und Abfall,Abfallverbrennung,5C,N2O,CO2eq,9594.086873270951,Region,t/a,Tonnen pro Jahr
